TICKER,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
ADSK,-0.0196067127502344,-0.003492939283898983,0.060594270102579,0.058892045346110075,-0.003862001768282351,-0.056683796128008154,0.038274690104412874,-0.009508013086808587,0.02025528384298967,0.05040874779936252,-0.0045537915826029726,0.06739165817634539
AEE,-0.01289713527511539,-0.031170124616698405,0.03992438807657284,0.008906649455957689,-0.01739309821766245,0.012426125283184108,0.013665291947852447,0.011778648108836543,0.00394797671926865,0.00951021632633573,0.013857854486123167,0.029380015588554555
AEP,0.004521944693078519,-0.014271813946179964,0.025757108185839872,0.02378322956691831,-0.01026093461784914,0.005507490951621023,0.023880126161006796,-0.0018856805909216962,-0.0011668595539105335,0.014893406039699863,-0.0004305416288659547,0.03515873678219703
AES,-0.02910989576984938,-0.020092322990848066,0.022173258853182633,0.053918879750425724,0.010553813077511657,0.018857832169255215,-0.010087349064577261,-0.03758247176401397,-0.022033413100803454,-0.004493763120926841,-0.021709294428800263,0.04428176716225618
AET,0.009925827254928844,0.00904645947173821,0.04329698515234434,-0.0005936523922788913,0.05610079238944452,-0.006588121908275815,-0.018707123076046495,0.021673084273147656,-0.006995512345090781,-0.014004544166193112,0.03336297525931283,0.06445800837045088
AFL,-0.05245996008669604,-0.0014360261147194605,0.0314323222053483,0.06931476912317418,-0.013402292347752557,0.004602279615848339,0.0354339033443643,-0.015705919020954254,0.01504335299501125,0.038800028603256376,0.01908594500295746,0.019933327868636986
AGN,0.016954731019901473,0.036895446581307854,0.039521217704229665,0.026723451907196404,0.025664331166193446,0.03055504078072097,0.028056182518128015,-0.0024328116902358325,-0.0040865873349364675,0.009457188620890488,-0.0045808545213134825,0.022198469464185144
AIG,-0.06912644125170703,-0.06401895225252179,0.17511819669515735,0.06524204348108655,-0.023553423776927263,-0.04544330670092867,-0.013539753692773776,0.12713061892031127,-0.0720309875946622,-0.032418846595128246,-0.03352994254745269,0.05304022467748905
AIV,0.01884001861713254,-0.040616503238854434,0.052970442620311704,0.052246203315439194,0.029907686261290204,-0.024256460679688948,0.0322214587746124,0.007393631403920545,-0.0037081275689725512,-0.022886051029540288,-0.05459664302483158,0.09091095189050165
AIZ,0.005005594131757648,-0.030013685399379098,0.03178378333204421,0.04083786040728323,-0.0037477509564781786,0.01489479172951036,0.00628151526160923,-0.0034945785096590935,0.019828254675468327,-0.021619087586940876,-0.0019947941440216833,0.07172199085373301
AKAM,-0.027313461151814825,0.056792156870825033,0.011390379427229657,0.03731826138196018,-0.01599419327076035,0.009221820599644603,-0.0968525950003785,0.01991128949790799,-0.018066541478947647,0.08383884525114066,-0.014806310063010641,0.06051532566050374
ALB,-0.0031128835244645936,0.04030329021006112,0.038866416797614704,0.06347313985667884,0.028674956176345634,-0.031157073154153947,0.016980395887390722,-0.04798122606076707,0.000968750915402686,0.05373298154163699,-0.002240489459554218,0.05021543766158367
ALK,0.02682734379916091,-0.00010964921155760936,0.015851185587058062,-0.03013035616943552,-0.020539297482158193,-0.016685213883405884,0.06317370120083242,-0.007843785064592601,0.01667876469414883,0.11543954180646768,0.05342412049964111,0.06891060497613011
ALL,-0.03668642741348913,0.015266139327734674,0.05018062848035231,0.024536030294212897,0.001485648679889035,-0.002767992868918742,0.003944107216669076,-0.013068275642792015,0.02029952503581148,-0.025206953170221192,-0.003544897748730247,0.07800495820189698
ALXN,0.005044317862101688,0.001879150320844665,0.025922686709144126,0.015647492691689777,-0.008220404566087313,0.0325183793361276,0.13281738459017364,0.0029903288178746937,0.004909960008895381,0.052351350205140736,-0.007320011273206373,0.04676495553678611
AMAT,0.016156175145028873,0.03752573324900724,0.04035236388253236,0.004138345320197987,0.010516924085668318,-0.004588752169273952,0.02488533145003584,-0.00834444693952665,-0.008334139002895903,0.014336031486869582,-0.012296576635762358,0.05743671127910851
AMD,-0.03796593859707809,0.038889351516551374,0.05990030441521747,0.07312715271438143,0.007496732071841771,-0.013472693553863229,-0.0345393819508474,-0.007175772029838969,-0.023173682593102637,-0.055808370574729815,0.03604811444411171,0.10629513955279402
AME,0.007652283168216201,0.007431943842403654,0.04865417139169775,0.022931949853307418,0.006722144912663874,0.01647939495602964,-0.014268298508199207,0.0030743512533099844,-0.0003838096700918029,0.04484222031427561,0.032159917095363325,0.01305263329911759
AMG,-0.019534823313025484,0.01316233331327309,0.06607597187629889,0.04674771680453777,-0.017296487475838836,-0.015471070976743828,0.039389459984513014,-0.03570202992099252,0.010132139396392216,0.006995520582184433,-0.03433820872527106,0.10133143698279239
AMGN,0.003134383296472148,-0.010397907430618213,0.00012372447136211782,0.02089228307790454,-0.022117416757747324,0.027958282869880616,0.08529838069313284,-0.006846706372863715,0.010008487573646434,0.023206628666509986,-0.003617675352207028,0.009438370298982156
AMP,-0.012528516268153071,-0.0026127134382013125,0.07006721502840742,0.014797260893488812,-0.005707818572378656,-0.01919010643471051,0.041626687704831807,0.0020793707652277745,0.019239808189544103,-0.01213086541982029,0.02914731746924539,0.07999900427407819
AMT,-0.005169389685666795,0.005596081416020537,0.030575479502375612,0.0192082433961039,0.015716481398517942,0.015924312110670066,0.019285330491649003,-0.007849917150199802,0.011100577713060389,0.03951338368939605,-0.0152453678923395,0.023241428833776633
AMZN,-0.017044784948854017,0.0020117547271701996,0.05933424533771803,0.10547462187318134,0.011419352858345307,0.010927023555546615,0.0631408810960285,0.014135993714657256,0.04200073173250067,0.025156876846596687,0.020861637052950154,0.02606073944992753
AN,0.002257908262627001,0.00702885005311904,0.03447213059425846,0.04263699277799591,0.0029095060458356596,-0.01218251519191887,0.03562210442875697,0.004501927470856749,-0.019988953874600666,-0.018000945056596107,0.03552255492076556,0.03594928208119723
ANTM,0.018401686690130224,-0.02251412804004208,0.04453184447166054,0.018511525410355945,0.035378827789092696,-0.008560873063216219,-0.01885553886738275,0.008416021863974176,-0.01216409498567333,-0.002507761857237123,0.04090311404642059,0.04569048197715385
APA,-0.019482984107213306,-0.024960020162109388,0.0485999490515389,0.043198832930315366,-0.0056363674373425265,0.005690455684898858,-0.013058749254764045,-0.054049682638274484,0.027767908186776425,0.01758541184711121,-0.007219159570277323,0.031017881839982563
APC,-0.027025201276653855,0.007042194103094358,0.05538312751536978,0.02631948872673988,-0.03478431082957339,-0.010655130854621936,0.02724283935195508,-0.015941480167843258,0.0229287411433009,0.012111217305225842,0.01306389968899956,0.02345866774677976
APD,-0.013445510653998268,0.006031810644505894,0.04136351631422766,0.020663372298632618,-0.0005652701136221738,0.004048836641449101,0.05415382361306414,-0.0155673481044326,-0.009371731437122928,0.0056600116287731875,0.005288277699452249,0.03837993748106973
APH,0.006384026518992795,0.01533136149469836,0.04428211217119096,0.05623934575449565,-0.008839989493104545,-0.008389814852498649,0.024353828876251572,4.836919447203204e-05,-0.0034672015497054886,0.039682104493952486,-0.012157345707620337,0.04864564063745529
ARE,0.01874903472648305,-0.03258609819605635,0.026332242256543584,0.026819057193920456,-0.01186980179255779,0.002848193589113772,0.036185825842435376,0.006739533888950221,-0.009969743847470493,-0.001426754469413083,-0.04901717684181239,0.12040597943921491
ARNC,-0.012888204856626036,0.01403856094638133,0.041655093593094224,0.03939444023222676,-0.01831718959271391,-0.03898942342661522,0.028699280543700068,-0.043799455850779316,-0.014516066699989949,-0.02461243731327707,-0.017350449327661575,0.08309048208662166
ATVI,-0.017262803553917214,0.06265625160665718,0.05530101308631095,0.015310583358627531,0.04977667011946741,0.008327033195463664,0.036976290923740635,0.011183687309875734,0.0023959615673490938,-0.005507227395321679,0.0115021736781738,-0.0023771022544062602
AVB,0.005187439129056817,-0.020821134001357048,0.05605257827539353,0.045940505012000706,0.008437092576477168,-0.012661539989659526,0.03479420453155584,-0.009597388633288729,-0.008494045050226965,-0.006321395574629652,-0.03836636036904234,0.05286483367910385
AXP,-0.04673022659702059,-0.02267961727316815,0.06864034381850692,0.11015921857267755,-0.007458655300456327,-0.006825586563973121,0.013618677762447557,0.013962156674016983,-0.01694858448738718,0.01776197197731031,0.0004068809904069437,-0.007172451615954889
AYI,0.004877093802072675,0.008220965515140207,0.023956900930486504,0.02847232309479708,-0.0034790622240359133,0.012920271073329735,0.013232309220949505,-0.0034565231143665357,-0.015315816179310892,0.037953359197275396,0.025125275541983537,0.07788299564306607
AZO,0.008613738919470138,0.04063472265447648,0.03652932507664394,0.012460671418043774,-0.012271600689677607,0.0005149839782262063,0.003088979753416578,-0.002820599003091799,0.007821720685629202,0.021480935163345462,0.011783992540801813,0.05019248445661847
BA,-0.0038104602035009334,1.4557121062423613e-05,0.039828992073505945,0.053825044331190376,0.0018311878805516283,-0.0204753988684656,0.03197632308172382,-0.012606778988499672,0.01874145569270569,0.02687429291322475,0.010652353720302843,0.02023767253579336
BAC,-0.04549458691010135,-0.030368613874283457,0.11790457995129978,-0.000353279746670886,-0.010281014411559647,-0.009571409991780168,0.05312746285746733,-0.001513840465503826,0.005925725227515655,-0.027253695504128362,-0.008112878255344968,0.063178144345261
BBBY,-0.015775903602150157,-0.003585847622453771,0.05825594511209295,0.028823449315869068,-0.02344832498160881,-0.046808591631012454,0.014225699291736105,0.006469667830618601,-0.008023534496192935,-0.022097945152306796,-0.011567246563292832,0.028109988722178327
BBT,0.004585330501490337,-0.014551993378683313,0.04010336636247446,0.04495462226509764,-0.025502041607909424,-0.005480382816246329,0.019459870475811283,-0.009317826357273185,0.02999880105144098,-0.019379842326493913,0.0008885794847264594,0.030453848616081157
BBY,-0.03024419826242403,0.015314222278222484,0.08302475148410045,0.026438745228258217,0.003425780443611798,0.0007441269574778915,-0.019441394613109765,0.033441323147619384,0.016718817891202997,0.007014623683546983,-0.008941279954987214,0.0041645843786481725
BCR,0.01972395110420769,0.009195351898796934,0.02573696928539513,0.022295736726900064,0.006999025736363674,0.01577682330849304,0.003977299976133225,0.004869320534600419,0.0022918237614825447,0.0050767789693336954,0.012060678367645105,0.02413018311539421
BDX,0.024699068745833386,0.008731434445102665,0.018095866811066695,-0.0004589328373513628,0.0047659121883863705,0.012794585991427293,0.00936619225176195,-0.011543950050811668,0.00016445990748692463,0.009437910055417864,0.021818239966185295,0.035949166440636504
BIIB,0.031122181207075206,0.012167078578902778,0.030359102190932588,0.025548003860071652,0.011806006857055663,0.014615043343593738,0.018195584984842358,0.011611069853666849,0.0074308813632347655,0.013174237876717098,0.0305664970383398,0.018118749559756064
BLK,-0.018970764841643787,-0.003063036741191198,0.0662958467446876,-0.010125615284921164,0.011379211901158336,-0.02342598835301568,0.044199717192024084,-0.01750436444046781,0.010492062279050429,0.0396426142084134,0.016982221969435406,0.06984680764944942
BLL,0.0009092495060742743,0.018051697641427767,0.031498719509409925,0.017446013042704534,0.0158243950206763,0.009473274054671505,0.0040936722651668,0.005535666518052111,-0.01819323637566974,0.016006795672427476,0.0074994517947648,0.05244296597698487
BMY,-0.03716734963072187,0.0038807727232168018,0.0512965861833446,0.007294554497169667,0.013875562345409088,0.022237689731869955,0.004493709936746703,-0.026808808333081715,0.03214632680280431,0.027616932584300414,0.01963562638633267,0.04040733729157666
BRK-B,0.0013572885907192937,0.014250966620624488,0.020518542416902905,0.008328047545840732,-0.016436372260391244,0.006470215808114526,0.014179242530087661,0.0104215251347478,0.01767257434965961,0.00905423819371618,0.01584920905376317,0.0032024728098886124
BSX,0.079523576425774,-0.020408235746905604,0.030606809433613994,0.02494693997995836,0.015395080424342305,0.0021046379534698538,-0.014549829175804063,-0.0026786028496336056,0.0021178960989219693,-0.03262988956488542,-0.031724878007616295,0.052986717093196314
BWA,-0.013920857381229784,0.05987319317823436,0.0492517879342447,0.04497862376595367,-0.004833543632905496,0.0049834680205418065,0.01482877081801457,-0.025312591659667674,-0.014422961797409317,0.03455855997626116,-0.0033837661278703023,0.04941329902386117
BXP,0.010361703088967172,-0.025518292358234815,0.040296619935709606,0.057986824717006516,-0.02013394222360996,-0.011140156198333185,0.032000511581292974,0.004274855163705667,-0.009538929531476704,-0.008273870793994697,-0.040475100836752695,0.058889711251196686
C,-0.07135268492538083,-0.06657454502514873,0.14186071652975388,0.03976213014515881,-0.020442932812703655,-0.03121349921645612,0.026566368985934764,0.021310257764285342,0.01492942942906459,-0.008015413748210142,-0.0518324967602545,0.02059574209167153
CA,0.029689002308607947,0.017378552298081426,0.005441396123062866,0.0013958986789441954,-0.011851729535919427,-7.403902152081088e-05,0.00992075449320892,0.003955177663053341,-0.012353030737072753,0.0026654915504879307,0.002970812490918284,0.03832559534223481
CAG,0.0038126160290831057,-0.0072062422905571685,0.045597534952098305,0.003119653646788678,0.01534142200821739,0.003323778141938082,0.004252783918003514,-0.015577365086416576,0.0026844694019092607,0.0011095500900507814,0.005974847377168813,0.03506064353381373
CAH,0.03281385969727135,0.01543489016379308,-0.005855713503468746,-0.010323372413470831,0.02448313453523786,-0.014978652137636151,0.014370554130536046,-0.02331404975183268,-0.006315406630665856,0.030630775562584832,0.005536666920562749,0.023712566321724426
CB,-0.02861768305383711,-0.0029004614947957456,0.044506377325735695,0.024444910838216125,-0.0044711762089493234,0.015488584921164773,0.0053621804265051995,-0.007443054866858963,0.032945414908314,0.0351127872029066,-0.005154406309308346,0.04014383065394287
CBG,-0.016357823653835292,0.01206972125230511,0.11559889370473281,0.10408173270913403,-0.02840595947004457,-0.01565151961788126,0.014086456652859297,-0.06273944255492533,-0.004058106214893775,-0.01662958686411068,-0.016374870746272797,0.07442913997844627
CBS,-0.0319902198464373,0.016090904566293928,0.033835212636539165,0.10136823605696442,-0.001072209331430838,-0.022204994744166515,0.014595568780908124,-0.009689933133822836,-0.02224929889824084,0.023787988084224977,-0.010336079719486913,0.10466991124362886
CCI,0.009871614451506618,-0.0051119581147246055,0.03213590665112618,0.04216977461463429,0.0075641624507597075,0.01514871168529945,0.02280623017983796,0.005151355191333332,0.0008952275039211356,-0.01209306318148864,-0.014806062179604762,0.06521536168263378
CCL,-0.029675359833941026,-0.025080450014738274,0.05213378595291735,0.017344881455184737,-0.008672047729666687,-0.02038114492204891,0.028505481246477296,0.006670814652448151,0.015853960109537487,0.000565053248416092,-0.0016071372623944647,0.06376047632686474
CELG,0.017351173552557067,-0.0014099299407082301,0.014490364992681476,0.014139277893702546,-0.013905895141299111,0.035539863810937614,0.08735196856737834,-0.016402302723988703,0.034784924917787244,0.015359803722044773,-0.004992646746362761,0.017609797654311588
CERN,-0.01517695460945533,0.0512928164556343,0.03466243825755113,0.06219649740831817,0.003424414642303818,0.011999401605329035,0.009717750912534573,-0.005375091156298992,0.049391997678687266,-0.0010319210011454972,-0.027866456837789322,0.032207573478891305
CF,0.035331937591752155,0.07749377412838794,-0.028998440356474395,0.005242362670773654,0.00795447296898254,0.03266966029536924,0.05353083067345185,0.029703527281219753,-0.024241081551687523,0.05012752583933446,-0.00853156526389114,0.07064415676904298
CHD,0.008149388585772703,0.052290965465112714,0.03702043750535478,0.005865663809283611,0.006291681060810986,0.007976117412815646,0.015056375602415099,-0.006756072752682015,-0.002267110304500754,0.008552063383125563,0.02375276452263585,0.011159073177867029
CHK,-0.027222316669942903,-0.006129587437325662,0.05162699885939558,0.09298445430292725,-0.041868708513312064,-0.0008966384008556215,-0.0047701748383429665,-0.011784389057465079,-0.01626554253260554,-0.034642430762485174,-0.0630264325003074,0.04086458640037074
CHRW,0.007866913001756359,-0.038400452630910874,0.02877477877228934,0.0452499802238808,-0.02344286346859933,0.0036470799503616406,-0.006443521221184644,0.015497661432234511,0.026513319234100285,0.002890401763368611,0.01118929150780531,0.03834115089833107
CI,0.013392355207797772,-0.013396355014653083,0.06390814595748939,0.0011359583896858013,0.04235061455842326,0.012393090961302517,-0.007078265633284145,0.048482401842873,-0.02185270438909578,-0.029733506463038684,0.022258598366637527,0.07816786107133647
CINF,-0.018827502011868932,0.015420399125829598,0.04157565462899227,-0.006139075357160861,-0.016877928458085376,-0.003962497000828644,0.02043410709814506,0.01071867959982974,0.011112498003764822,0.01583386123672722,0.025571976296085996,0.02690306446631533
CL,-0.008331952550668804,0.02174335002222273,0.021112845015874102,0.012546422597568168,0.0074815590284111385,0.003931741472950481,0.013780202897074843,-0.011532539469531831,0.02323411602391191,0.010778739831303596,0.009458460408422287,0.005735400790052803
CLX,0.012250466076240212,0.006129466607086868,0.023648381184620034,0.01364015879570339,-0.009308654134789561,0.0020007628150163063,0.02295876475464437,0.001708642641011287,0.00011544182930848952,0.03239503472884092,-0.0046498405665900576,0.006143966266755574
CMA,-0.01973746181732255,7.920906857851084e-05,0.05311128451857363,0.04795610043154617,-0.01610402360136627,-0.005496480675126334,0.009573360157136734,-0.03212573293372362,0.032851664576954494,-0.012568541350252049,0.0034938834439892097,0.04923533733449144
CMCSA,0.0025368250774279984,0.020883483682477236,0.027352366439771944,0.05568518042618107,-0.02669216769374816,0.014227838967930168,0.03127175474106156,-0.0288197411716585,-0.008008766186102719,0.015023866153865816,0.009256925962702622,0.032852598615784025
CME,-0.018949259401160826,0.021126263076607102,0.03718932786990801,-0.032215019645047034,0.04387928036952606,0.0020480444940004228,-0.008119484414203647,-0.003653284714677246,0.044770663426468786,0.0027562288238598964,-0.00484497643111228,0.0333208436837628
CMG,0.01550811340170145,0.018016173588310556,0.07320181378604164,0.020517169306715755,0.03523579990595221,-0.02009800458984484,0.03131479103848031,-0.007011510543460245,0.021973857066034174,-0.008945418295722573,0.0224024796030717,0.03377988081810288
CMI,-0.014839960608592162,0.046938011742322774,0.06279483138184846,0.09734787617663944,-0.0047722886957674215,0.0028773923492544273,0.059722691811362076,-0.009760592147960817,-0.028907752014284537,-0.017313253222770053,0.01379665392967,0.05679213506883698
CMS,0.035712579020689805,-0.010099339941463443,0.03580487555027887,0.024292811503497137,-0.008249810387293827,0.004881628216671768,0.0058092633112575695,0.005177044199167293,-0.00017082363079266229,0.008903185913543221,0.009542765043554368,0.03570492238348805
CNC,0.014546783560910355,-0.008054606794880105,0.03772733996666684,0.01785948683980676,0.03158741241287017,0.012534276971182883,0.027704918979502616,-0.010614194275739093,0.003320560443956243,0.030790871696220246,0.04540432960279913,0.06761029525911362
CNP,0.010050687849785023,-0.024348969259312292,0.05357880131553378,0.03522098038708914,-0.0016071834636086533,0.004815071318796619,0.016473010911379718,-0.0004918548039206862,0.0013383448204257187,0.002624686214879224,0.0006910445740244797,0.01732591868291078
COF,-0.04453379116903309,-0.032691888367739126,0.07108606090487232,0.05388078645008199,0.01794295557212757,-0.008151314138149169,0.038512553582099665,-0.007845117503306197,0.014012083713596978,0.012107354532706371,-0.028075292098058313,0.03602969259286337
COG,-0.003128501896333826,0.0416520282692884,0.05659616695039369,0.0849694418593233,-0.0009551443852762894,0.037677818178961875,-0.024442651795140036,-0.018503517801715774,-0.031123162628003288,0.014935599158691226,0.018818755955456325,0.035427510564045896
COH,-0.016354058624754,0.024738854893317074,0.057950934682391146,0.055472058069361105,0.005682102991564383,-0.046123962562812745,-0.025768883551576745,-0.011011679786534641,-0.007921743978606082,0.010005326184999209,0.025086837686071506,0.01530997700483594
COL,-0.010687192225629609,0.012535125238400592,0.034253772239348716,0.01858269222154828,0.00030363727763329314,-0.03434082514174834,0.004366278472272556,0.009014591653115538,0.02387634196170381,0.007457117671808777,0.021703144600014344,0.03433395343142178
COO,0.025223930796576508,0.03817191590891442,0.08377020770698321,0.02375585003522953,0.01650894664836748,0.026348983004109684,0.0026500226901130922,0.008422737541648411,0.02059176814817493,-0.064244368352169,-0.016241060091134307,0.0588290140406715
COP,-0.0637362057505899,0.00044997832797443284,0.03712637356458288,0.04990503997123947,0.0034378992875507123,0.0032731827055567553,-0.01041456714616661,-0.011884928469369898,0.014620191932109516,0.015322379362011728,0.009032425840974634,0.02915629292605514
COST,-0.016047470977248346,0.011673245903059404,0.02044696352544378,0.016425327556055302,0.010822303326978401,-0.004897985827394444,0.0177447091738932,0.006909518397689405,0.030933127359889914,0.006823536100981731,0.03427636494815985,0.0172180302839115
CPB,0.002832745153965083,0.016058174288527294,0.02757671686103683,0.0034123002181451227,-0.0023329080983762436,0.015552141601016568,0.0015678375347280005,-0.017952348749514055,0.005421415592034179,0.007837713576288952,-0.0078114700156043495,0.011859761638200095
CRM,-0.002284133949065176,0.07183993648817251,0.03313711695420251,0.045674504496081764,0.015106014481938308,-0.008355685967130533,0.020968475178702203,0.02932718964434305,0.009429314628318591,0.018152683015285487,0.009848376972000828,0.044390209274664374
CSCO,-0.02685998288186572,0.02127768482333723,0.02705834168399467,0.029552436558822035,-0.01666082460441357,-0.0189328337126483,0.04331365704034131,-0.0019271017618297324,0.015832534289960697,-0.007133681573664508,-0.02584631465531667,0.03260146170071256
CSX,0.01983252003591979,0.011417215898463774,0.06698771155717459,0.06307293178494507,0.007566311089190773,-0.004608983901994651,0.029470616894389456,-0.03726452488023745,-0.003753673560803654,0.03134211125810553,0.014594585850362229,0.010438763858585642
CTAS,-0.0009246500601977676,-0.004335427623030529,0.04283795001925819,0.006455129216039937,-0.0007857324948342883,0.011183558542649479,0.03332720193839574,0.020878788034310578,0.01246679964259864,-0.007594594828927969,0.01535182152040554,0.03042199273295195
CTL,-0.0283677929911176,0.0006397493321170486,0.024726244802290524,0.019508011301920633,0.0036803105232045097,-0.0018001178380168327,0.013414162447324436,-0.02127821284905224,-0.009385695589459918,-0.008273928715704504,-0.00197334633760613,0.0312208127057636
CTSH,0.008793272623242103,0.03536838226007506,0.03689254255743662,-0.0063350913674520585,-0.00612652153744565,-0.009974437887192272,0.02780984616162583,0.006930198141178911,0.014184943050198805,0.024983924876533704,-0.0007587717609625954,0.03536333279187233
CTXS,-0.014833001568219177,0.039631353284077714,0.03749853972284176,0.043363706909211014,0.0010197691364224528,-0.00608277347788447,0.05366016690808908,0.00015757575991011535,-0.001743298892304926,0.01937506728482402,-0.018290044996603194,0.021301600673097477
CVS,0.005507945666525743,0.013125392909323725,0.03959553112012069,0.0303013431375158,0.0023339897547436776,-0.014579694678032844,0.007761214539730635,-0.0040764397540825415,-0.011304948386820935,0.018753635609524567,-0.01482966880422828,0.054948836630982587
CVX,-0.04056350191908578,0.0071805747373464264,0.04269948898062193,0.033961626004187645,-0.013583980383937407,0.004960354896344852,0.004068654032186632,-0.01044772083080617,0.011171376137548412,0.025019684372157503,0.006758825768808141,0.040019093880072285
D,-0.004276049813841362,-0.009005048847889864,0.042638100129728705,0.016433526416769196,-0.004094722741903983,0.017378016387999438,0.004101172308331937,-0.0005290999022286025,0.012798234602066659,-0.001063248658497462,0.008147025230642368,0.02785380550753297
DE,0.00845216633257042,-0.010002444891736044,0.03256111463235258,0.05343046406671031,-0.010182125159612566,-0.009195662339421899,0.00849418128323372,-0.012591948206956437,-0.027618509387234372,0.048557157745115674,0.03841449513195735,0.06759124821551366
DGX,-0.01003627688748449,-0.0114443826415218,0.0402040087476614,0.0031530487853879334,0.018652538225368578,0.014516023541700018,0.003006315443938277,-0.018051751982589702,-0.006902165271328889,0.011381674996695013,0.017849636858824448,0.033720663628500444
DHI,0.05920189779223302,0.019391594765870178,0.05229405215610486,0.048568771772206885,-0.06426274013148739,-0.014576837913548185,0.009411383067548407,0.0073600008500103375,-0.021446722797122966,-0.025896030442172126,0.008062351838443393,0.07129561001525335
DHR,-0.008099386442284745,0.009788187939634298,0.030817219542298272,0.012405165660482796,0.006428938760418986,0.008313365455101883,0.0491994753543654,-0.010524485506956232,0.004802076900956646,0.030978308832788303,0.008295563684377305,0.03723285113397823
DIS,-0.02070014187774625,0.03485995237014778,0.035976701368841964,0.046423945352212795,-0.006419805612052465,-0.00346559148212643,0.01660366229937975,-0.029773838715395153,-0.0033693197103234133,0.022147345160579958,0.011360360249535906,0.04805311985867874
DISCA,-0.02285478503926913,0.03536395087533106,0.04845327634934198,0.05067091545887826,0.0162229366417762,-0.024903797917320194,-0.0014325017219102185,0.004046973351394922,-0.0011679707609942656,0.01961371797385455,0.0033141612089561236,0.0020996824908578794
DISH,-0.005403919673201792,0.00533619145669284,0.04051356200543955,0.05900338973124864,0.012207939411821937,-0.005636160898250344,0.015346872084556368,-0.04843940757342917,-0.001260378103230017,0.012908268726367533,0.017152709899159645,0.02649300348752598
DLR,0.033978569327424574,0.008940797289467435,0.04021462872987278,0.03770127893522928,0.004795295895670485,0.03198876729893695,0.007418626018993316,0.005852005409826596,0.0015010097664062744,-0.020840738860559295,-0.033363477067863925,0.07868006494860194
DLTR,0.006159557247722688,0.04678574122688938,0.05044380658492312,0.01272321268266564,0.05182230161969798,0.004761431175685797,0.017265150725486452,0.012139818777043438,0.005723341731940567,-0.008087713078737402,0.03728300562440514,-0.011018280520268209
DOV,-0.0071071712873177284,0.012810580905992368,0.027637412499500823,0.04365954969636503,0.012010812819494919,-0.007734579072110685,0.0066280156459027125,0.0021989717705427044,-0.011582672049960451,0.0008673068498904369,0.022462116652181462,0.042361990954889614
